duration,pkt_count,byte_count,src2dst_pkts,dst2src_pkts,mean_pkt_size,tcp_syn,tcp_rst,label
227.46,1823,6086240,2340,1063,906.16,1,1,normal
49.12,4721,2470308,1102,1337,1419.24,1,1,normal
52.14,3353,8510273,1926,1998,1043.02,0,3,normal
50.67,1967,5550841,480,1054,593.63,0,5,normal
90.03,4403,3778503,91,2056,519.55,1,3,normal
208.48,1565,2755945,2358,1391,825.65,0,0,normal
259.42,651,731653,226,877,973.13,1,1,normal
145.23,1696,7265942,549,1557,627.34,1,3,normal
218.66,4538,1945281,414,75,1240.62,0,5,normal
76.91,4296,330724,2130,1233,1291.35,0,2,normal
208.23,115,2712499,1877,2214,892.5,0,5,normal
195.8,2368,2372803,910,2416,525.91,0,2,normal
184.71,4533,8973865,447,62,1447.84,0,0,normal
8.71,4800,738604,1618,1235,581.13,1,5,normal
289.71,800,1032672,1676,959,1381.44,1,0,normal
234.57,4317,4048326,1041,994,1271.15,1,4,normal
288.28,3007,7962699,753,1702,903.14,1,5,normal
43.1,1210,3196105,1620,2478,658.04,0,0,normal
157.18,4983,9553840,307,1337,604.99,1,4,normal
263.12,3618,4693684,1498,1796,1436.58,0,5,normal
177.75,264,9871155,115,1002,962.36,1,5,normal
272.11,806,4699157,171,2112,674.8,0,2,normal
265.89,3314,6313011,428,123,738.84,1,3,normal
73.14,107,674784,642,1421,1013.85,0,4,normal
272.63,3448,5266545,675,158,922.99,1,3,normal
106.66,4638,2884745,216,2382,1230.68,0,0,normal
55.74,460,7918159,2280,2495,796.43,1,1,normal
262.87,2112,9499979,1319,2225,1404.42,0,2,normal
173.28,1758,5299366,411,1767,1071.39,0,3,normal
124.97,1691,2677701,336,431,1061.7,1,2,normal
169.98,3107,2517662,291,2451,939.32,0,0,normal
293.06,4060,8362357,1014,211,1265.71,1,4,normal
110.42,1276,6898894,2190,2171,1448.68,1,1,normal
21.23,2789,1152750,625,26,1494.4,1,0,normal
171.7,1237,9284608,1620,1580,593.51,0,0,normal
51.33,3736,47596,865,328,641.89,1,2,normal
50.97,327,3191262,1830,1273,932.28,0,0,normal
248.64,1203,8849591,648,785,607.15,0,0,normal
75.69,2617,2609549,1833,884,803.14,1,3,normal
264.66,4561,3150240,2422,193,792.68,1,1,normal
256.66,1154,4849862,427,2404,811.73,0,3,normal
99.99,410,2617619,1604,1511,1293.76,0,4,normal
207.16,1166,2459183,481,2056,1095.12,1,1,normal
191.77,2449,7944338,491,1118,1052.19,0,5,normal
253.76,2911,9326933,2459,1592,1268.15,0,3,normal
121.85,2236,8324379,29,941,929.87,0,1,normal
90.98,4952,6686199,1761,577,658.89,1,4,normal
217.6,2617,6079356,1299,1497,1336.14,1,4,normal
127.81,3653,43745,2209,1323,906.08,0,2,normal
235.06,1955,5167752,1901,1203,645.91,0,3,normal
270.29,2991,5849287,1812,768,1164.11,0,2,normal
84.84,4370,3211284,2087,184,820.0,0,1,normal
299.89,4612,8035831,2165,2009,926.24,1,1,normal
232.71,349,1460395,2217,886,937.38,1,3,normal
162.17,855,8487261,2228,253,1424.97,0,1,normal
41.59,1296,7877996,1994,1597,634.9,0,4,normal
283.68,3779,974656,1839,178,676.93,0,1,normal
145.42,1987,8835424,1847,543,1116.77,0,4,normal
66.13,2704,8124745,286,2325,1233.05,1,1,normal
289.9,1253,270735,1130,770,788.63,0,3,normal
122.88,4284,301901,1161,1166,891.43,1,0,normal
2.78,1278,3074925,1942,593,1111.75,1,4,normal
250.01,1858,7717938,526,2255,590.12,0,3,normal
8.92,3798,8648487,1905,1006,953.71,1,4,normal
225.49,1153,8917206,1630,922,1304.2,0,2,normal
246.14,3876,9858756,77,515,662.35,0,5,normal
6.3,1567,5080020,299,536,817.5,0,0,normal
59.64,3637,3022354,2267,108,1466.38,0,3,normal
49.73,2607,3145752,1698,904,663.56,1,0,normal
191.59,222,1576549,478,691,1212.21,1,4,normal
107.97,4509,1683691,422,1187,887.4,0,1,normal
74.85,4361,2057770,1328,1825,1158.98,0,0,normal
97.91,3802,7100005,2029,79,1137.25,0,4,normal
65.17,4650,8297069,1059,1416,930.59,1,0,normal
74.64,1540,7112700,929,2136,856.94,1,5,normal
154.57,2412,1811297,2423,2183,514.18,0,2,normal
236.02,4460,5546440,270,143,880.75,1,3,normal
91.8,1587,5425944,1378,1751,816.09,0,3,normal
27.39,153,3025360,1943,917,1350.83,0,5,normal
65.99,812,2809495,1346,1797,783.13,1,3,normal
174.37,2302,6686885,1240,2369,1469.07,0,2,normal
167.12,370,6546250,1016,79,505.83,1,4,normal
73.04,2462,4273254,2500,1354,1379.05,1,4,normal
200.76,1997,5958061,486,1104,746.8,1,2,normal
233.15,283,3588749,761,1361,552.98,1,3,normal
291.77,1560,6170817,2478,33,1207.4,1,1,normal
260.34,2824,5672812,1807,2235,611.44,0,2,normal
161.4,3202,6331519,2095,2200,1035.62,1,1,normal
266.94,1693,2460119,1313,1096,900.1,1,0,normal
31.69,401,5193515,1975,2269,701.27,1,1,normal
155.8,667,5850100,2003,2499,850.32,1,2,normal
122.33,3553,6065011,2347,2414,1054.73,1,4,normal
55.48,4990,4026751,934,256,754.74,1,2,normal
211.68,4695,9763583,1182,2378,1379.37,0,2,normal
108.69,287,6708386,1995,1214,1311.29,1,0,normal
69.49,1748,2080282,2360,2258,1260.23,0,0,normal
289.69,112,4661408,202,414,898.05,1,4,normal
193.87,3808,9473333,2268,2316,1141.56,0,5,normal
28.68,3959,1105942,2462,577,1386.33,0,3,normal
79.66,136,2012344,1056,593,839.65,0,1,normal
227.39,4487,1656420,1234,191,752.68,0,1,normal
285.98,4131,3666763,1058,446,1315.21,0,2,normal
59.57,350,8472292,544,1134,1249.43,0,5,normal
96.14,1266,3357164,36,394,866.41,0,1,normal
76.99,2853,8595672,1320,765,1474.59,0,4,normal
117.45,2854,6317162,1038,2490,1491.68,0,0,normal
137.54,127,7362639,839,2368,634.03,1,2,normal
132.87,2415,7128035,2324,1487,1470.07,0,3,normal
292.96,2479,965159,310,798,599.41,1,4,normal
285.01,3129,4529519,761,692,1394.84,0,1,normal
66.91,1429,8650456,556,1764,1162.84,1,0,normal
55.3,1360,9652994,1956,1524,1295.23,0,0,normal
134.02,1762,6498036,1118,1119,861.68,1,1,normal
206.61,4424,8592949,615,1109,942.78,0,1,normal
232.2,1706,3833809,827,619,804.79,1,3,normal
143.66,1045,5176028,2128,2161,1360.54,0,1,normal
190.83,2735,6297003,1753,1086,1035.38,1,5,normal
75.46,390,8493907,1580,1332,1236.87,1,4,normal
150.17,2262,5727633,900,1249,1219.09,0,0,normal
130.49,2019,9641652,609,491,1367.12,1,1,normal
221.37,1448,5118179,1350,628,716.78,1,0,normal
159.63,594,3188014,778,1403,1480.13,1,1,normal
48.52,2526,3522989,455,2424,788.7,1,5,normal
60.8,4941,9202988,1218,797,626.8,0,5,normal
121.74,1454,6313334,1258,1956,1247.92,1,0,normal
150.33,594,2620627,2083,2382,849.17,1,4,normal
75.37,2656,6231804,2086,125,633.18,1,3,normal
190.33,1826,9198339,1996,1515,1428.82,1,2,normal
7.72,913,551859,1296,222,687.15,1,3,normal
1.04,4854,4268826,1040,373,1090.21,1,4,normal
45.68,470,1790744,538,2336,592.47,0,0,normal
254.98,4912,3895429,905,922,977.86,1,3,normal
138.68,2334,359061,54,900,603.37,1,4,normal
251.21,1481,8978747,1901,971,961.5,0,2,normal
277.38,827,5569639,887,779,905.45,0,0,normal
141.2,994,1386802,620,242,1460.13,0,2,normal
165.43,4072,2558484,167,296,544.19,1,4,normal
96.18,1898,6951099,1013,2344,1106.37,0,5,normal
139.83,2769,9674622,1732,1381,1123.34,1,3,normal
39.34,2028,5014636,1941,2301,844.67,1,4,normal
34.97,1832,5386873,112,2177,975.82,0,5,normal
89.43,3580,7490697,231,548,1171.71,0,2,normal
286.42,1712,4025091,2291,2407,917.85,1,0,normal
86.73,4576,7331860,1215,1125,704.34,1,1,normal
248.01,2848,9300866,2470,1080,1136.33,1,0,normal
54.38,559,3944901,1356,1062,909.02,0,1,normal
227.15,3008,3622258,393,502,1400.63,0,3,normal
148.06,4701,5044051,1823,1481,1170.76,0,4,normal
288.83,4765,3014692,796,912,798.92,0,5,normal
212.1,2113,8589889,307,653,970.64,1,2,normal
59.81,1264,8321779,2169,1206,1244.59,1,1,normal
198.21,718,3601367,1063,2416,726.29,0,3,normal
44.39,1114,6377180,1621,127,612.63,0,3,normal
197.15,912,3914817,2050,216,954.48,0,3,normal
199.56,2454,5280030,2148,1726,893.02,1,4,normal
9.1,644,4536953,1771,2460,1337.42,0,1,normal
270.1,3085,7137943,2053,1927,799.79,1,4,normal
148.19,870,7294845,1810,1454,675.01,0,3,normal
121.34,55,3494174,1763,463,615.68,1,2,normal
21.46,3834,4529646,842,838,701.34,0,2,normal
184.74,2586,7134540,215,300,903.76,1,1,normal
40.98,2588,9101005,35,133,886.75,1,1,normal
30.08,1676,8333569,934,520,528.49,1,2,normal
6.38,56,5570233,235,2408,1103.95,1,5,normal
7.32,1798,7173780,2298,1792,742.98,1,3,normal
92.99,4382,2601168,670,2212,1116.94,1,1,normal
224.43,2388,6395913,1648,254,1132.56,0,3,normal
116.49,3970,45396,1993,318,733.61,0,0,normal
200.03,1610,7763667,539,1664,1301.29,0,2,normal
82.83,1082,9821801,47,2474,1093.52,0,1,normal
216.35,302,9334664,567,917,941.73,0,0,normal
269.36,3424,3867019,1676,1718,1005.63,1,2,normal
151.76,4643,9738645,545,1516,1171.11,1,1,normal
108.21,2093,8356337,1702,905,1443.88,0,4,normal
127.35,2725,3095149,1436,1528,1040.11,1,0,normal
246.91,282,8489130,1731,2407,1300.17,0,4,normal
46.28,4920,7776514,1389,1689,924.98,0,5,normal
193.26,2513,3432389,1759,483,1408.08,1,1,normal
150.7,4282,8242938,2315,1055,927.08,1,3,normal
138.07,1269,4355069,481,1309,896.89,1,0,normal
297.14,2100,7822748,1118,218,1150.61,0,4,normal
160.75,4509,4243726,74,499,613.52,1,3,normal
42.92,3458,235757,2412,1955,774.99,0,3,normal
245.37,3990,2717091,532,1068,1111.03,0,4,normal
44.87,74,1462251,1884,208,1181.57,0,5,normal
232.88,391,9642906,2480,1649,1363.33,1,5,normal
176.25,4418,6642658,2273,1442,1435.24,1,2,normal
296.7,4422,8329328,1987,1267,925.26,0,0,normal
234.5,1655,7145909,2472,836,1173.05,0,1,normal
154.95,4328,1016460,38,2299,1035.4,0,2,normal
18.34,2332,6354667,1402,1917,780.01,0,3,normal
17.34,3977,1960731,2000,1880,509.85,0,4,normal
100.58,3387,145323,973,1352,645.31,1,1,normal
237.1,800,639135,442,2012,897.78,0,5,normal
19.01,4723,3890653,188,1830,883.62,0,1,normal
57.22,3756,5104655,1219,1499,1311.67,1,0,normal
278.58,637,8311576,1540,2160,1405.8,1,5,normal
214.89,2740,1004588,1795,1494,1251.46,1,4,normal
232.21,1379,2932981,2245,1610,640.04,1,0,normal
235.06,4349,8489153,796,2344,1175.06,1,3,normal
279.83,3051,5765982,153,831,862.37,1,3,normal
97.56,3020,7885157,1951,753,818.67,0,3,normal
182.21,611,3889938,877,1930,738.51,0,2,normal
125.53,2178,9903000,2168,681,963.11,0,4,normal
135.46,2879,1376490,41,837,685.12,1,0,normal
237.85,2071,9735128,1678,1054,1063.78,1,2,normal
62.69,1616,5636952,1779,329,815.14,1,3,normal
66.93,386,1993477,2491,143,1170.98,1,4,normal
29.5,2722,3865294,1654,2147,584.2,0,4,normal
53.69,1694,6378206,1572,1768,750.06,0,1,normal
4.72,3524,4844344,1766,804,1071.42,0,0,normal
239.48,1718,7347044,1280,1090,538.78,0,1,normal
153.98,666,2103507,712,25,1499.86,1,5,normal
101.78,4451,8668500,1449,1651,622.49,0,3,normal
104.09,3021,8544700,142,2089,692.33,1,0,normal
197.36,2341,6528768,890,2137,903.05,1,2,normal
87.34,3830,6425882,619,1678,1149.53,0,4,normal
259.33,2978,1364926,2398,2478,1275.16,1,4,normal
270.35,4505,6353676,420,2442,833.39,1,0,normal
145.47,2546,6097214,298,1552,879.67,1,1,normal
170.22,3790,3229062,2500,451,677.36,1,5,normal
275.36,3876,8462734,532,2003,932.48,0,3,normal
59.67,1166,3972223,2333,1996,640.59,1,3,normal
135.68,4912,5486624,1455,1272,1495.61,1,5,normal
45.79,203,7232720,1473,2188,642.21,1,0,normal
6.39,4591,594272,246,891,1432.98,1,3,normal
160.94,2955,2707891,923,1528,1254.26,1,4,normal
187.51,2670,6896991,2248,2454,1148.76,0,5,normal
50.75,4841,6609941,1609,1968,1222.51,1,3,normal
176.81,4095,3055102,1649,602,635.49,0,1,normal
93.27,4269,8497950,254,2107,1364.4,1,5,normal
56.99,1886,9583236,88,482,1257.27,0,5,normal
28.92,1802,3748332,2368,561,829.76,0,3,normal
159.91,4372,2013753,2270,1955,1321.34,0,5,normal
98.02,3994,6811304,804,791,1299.92,1,5,normal
170.94,4485,2958070,1992,1758,695.69,0,2,normal
120.89,469,7110313,1069,2063,619.04,1,1,normal
217.47,328,6371492,482,646,525.31,1,0,normal
257.42,4919,5434473,765,2384,1157.35,1,2,normal
248.12,4465,7970818,996,2406,1277.81,0,4,normal
178.77,3004,2591135,360,1375,1261.45,0,3,normal
58.43,1906,9578850,1024,2099,513.22,1,1,normal
149.52,2560,3714746,1086,2212,1050.45,1,4,normal
219.74,3055,9028658,2312,313,731.11,1,3,normal
54.39,4284,7762805,503,1003,1003.98,1,5,normal
88.06,1019,2441299,1099,1573,1251.5,1,5,normal
142.99,1026,7028592,322,529,933.76,0,5,normal
294.61,2308,7033117,732,2185,1472.98,0,0,normal
285.2,1629,9512374,1476,2489,932.06,0,4,normal
144.23,2639,268773,1693,836,1017.17,1,5,normal
216.98,3893,3396723,1535,274,1366.7,0,3,normal
136.85,3097,2904020,1135,703,539.11,0,2,normal
24.51,595,5172165,196,2232,1467.4,0,3,normal
293.93,2049,2415109,1595,57,1480.64,0,3,normal
48.93,3152,6868490,1632,1088,765.87,1,3,normal
184.31,3955,4966642,2362,739,1327.92,1,1,normal
4.8,1200,7640871,600,616,584.21,0,5,normal
256.66,1656,238653,428,1914,1185.36,1,0,normal
36.6,3611,6489363,822,879,1399.87,1,1,normal
241.98,2325,8203506,2027,2445,1081.53,1,2,normal
37.59,1470,7870743,1657,1260,548.75,1,4,normal
198.15,2992,2268458,71,681,932.6,0,3,normal
77.6,1385,9969177,574,1005,1286.56,0,2,normal
203.59,3113,1634281,1043,184,839.58,0,3,normal
243.97,2079,7369412,196,892,1354.91,1,3,normal
115.25,1545,7595481,1509,1538,1289.81,0,1,normal
220.92,2289,3734668,2356,1766,1433.44,1,4,normal
180.52,452,3669237,2421,1333,764.13,0,3,normal
29.31,657,3073333,498,623,1138.25,0,2,normal
200.44,3198,9891430,1718,601,845.91,0,3,normal
145.61,873,3642826,1724,1202,828.6,1,0,normal
106.66,4903,6595067,1354,279,624.44,0,2,normal
134.85,532,941416,2437,2384,1333.28,1,1,normal
16.13,2571,5224027,1514,1851,1111.6,1,2,normal
103.05,2321,1876793,1638,58,839.56,1,4,normal
215.76,3958,9468430,1875,1555,842.04,0,0,normal
273.1,749,3962689,1910,756,665.77,0,4,normal
10.97,4076,5693329,636,306,1057.65,0,2,normal
235.45,1114,9447220,1915,867,1075.16,0,4,normal
283.97,3321,3321714,1790,1742,689.05,1,0,normal
132.74,1203,9761056,200,1182,982.0,0,1,normal
103.78,337,2851173,2057,1071,779.4,1,0,normal
238.44,3646,1860136,1473,1794,1144.7,0,1,normal
13.68,509,697375,783,1769,516.21,0,5,normal
278.03,1066,2519411,1606,1569,507.3,0,3,normal
66.34,127,6420932,883,915,1454.53,0,1,normal
137.44,2519,6962023,2355,2431,1460.38,0,1,normal
15.53,3570,8804507,543,473,914.17,1,3,normal
126.34,1970,1695313,1895,49,1394.52,0,2,normal
45.22,2697,4191535,2282,2354,1025.36,1,1,normal
4.96,2404,2315211,1277,288,1280.71,0,1,normal
49.92,4068,3507440,1746,193,1466.46,1,1,normal
250.68,2315,3651233,1348,1819,627.17,0,1,normal
100.64,3046,3530274,961,1353,1388.57,0,5,normal
48.02,1026,6174764,850,537,628.02,0,2,normal
225.48,3406,6709258,601,172,793.56,0,0,normal
176.01,1353,7202927,330,2369,531.42,1,3,normal
117.45,1049,2471706,814,255,786.37,1,0,normal
142.56,4192,4210990,1591,2365,1110.8,1,0,normal
299.22,3028,2247672,2333,281,677.81,0,3,normal
25.97,4739,1410427,2428,313,1169.69,1,3,normal
28.03,1802,978386,1091,779,1366.59,0,2,normal
65.88,2324,4352763,49,1574,1217.32,1,4,normal
194.87,2897,8742018,1022,537,694.16,1,4,normal
75.89,326,6221082,1825,159,1113.56,1,4,normal
144.64,4115,1573729,1284,2102,1048.41,0,3,normal
40.11,3323,7624549,331,1231,1151.9,1,3,normal
45.25,692,3377332,1022,423,630.32,1,5,normal
261.43,2512,4085250,1215,2334,1083.15,1,1,normal
71.38,779,8218300,214,627,778.72,0,4,normal
217.74,4197,188567,1332,1818,1295.19,1,4,normal
68.5,4907,60673,2176,345,664.8,1,3,normal
239.96,3944,5475412,2344,1648,1192.51,0,2,normal
10.85,229,3795262,2326,1029,1254.82,0,5,normal
218.3,2844,8147469,979,2477,1012.08,0,5,normal
30.2,993,3994476,1702,2207,954.12,0,5,normal
267.65,1973,5941039,1875,747,1134.91,1,1,normal
173.1,495,4028944,1889,722,1170.34,0,1,normal
89.5,1233,1614306,1362,749,1223.57,0,3,normal
159.73,2115,5871105,496,2472,1287.5,0,5,normal
271.49,590,2483680,584,1788,712.47,1,0,normal
298.9,1705,6130609,1578,92,1325.12,1,0,normal
255.0,460,6617617,2135,1356,888.04,0,1,normal
253.93,2341,9533771,1104,1702,835.63,1,4,normal
282.02,1238,4471592,734,1117,1169.16,0,2,normal
118.59,4194,7687544,896,2061,540.48,1,5,normal
266.63,4941,4724780,453,475,1432.33,1,0,normal
257.13,1703,8934913,1493,2066,836.65,0,4,normal
288.34,2598,8553298,1742,1155,1235.86,1,4,normal
209.07,1961,7597296,683,2449,1010.92,0,1,normal
42.27,2417,121192,2104,726,1488.1,0,4,normal
277.45,328,1021763,965,2172,1389.51,1,1,normal
171.41,1419,8084116,389,1645,911.0,0,2,normal
202.5,1099,5897949,2217,2204,945.86,1,3,normal
118.8,171,9193423,1539,631,827.52,0,4,normal
15.19,2238,4557790,729,1383,1111.58,0,2,normal
39.59,3554,9964170,279,298,1226.69,0,4,normal
261.2,1194,8475959,208,533,645.05,0,1,normal
9.57,902,3598906,1146,1026,1398.77,0,4,normal
274.8,3491,4918667,1706,1770,966.41,1,0,normal
164.04,4502,4908980,407,995,1041.73,1,5,normal
119.93,1189,6002381,2024,1850,882.16,1,0,normal
4.76,2995,983575,2256,2007,1060.05,1,3,normal
57.82,3759,4037534,1443,816,781.79,1,1,normal
138.36,2791,8997435,466,1270,1413.72,1,0,normal
255.29,1099,8265006,164,674,1205.49,0,1,normal
212.59,888,3014130,1925,868,685.54,1,2,normal
230.44,3662,9828945,2247,2444,752.19,1,0,normal
258.35,3090,4590873,1374,1510,1027.49,0,0,normal
44.21,2808,1560698,987,1124,1073.95,0,2,normal
91.82,1155,1040840,1333,2390,726.53,1,1,normal
32.72,2521,1564266,752,120,726.03,1,4,normal
227.22,714,4965189,1114,1622,891.22,1,4,normal
254.15,2194,7665726,562,1915,602.49,1,1,normal
160.61,1398,3403180,1937,572,789.57,1,0,normal
190.87,2586,783971,1499,1220,666.6,0,3,normal
119.67,4136,2708487,170,1502,705.68,0,0,normal
243.51,4599,2280271,2215,839,624.49,1,3,normal
11.37,943,1374142,2252,1457,1276.3,0,0,normal
68.07,2919,3852765,147,1967,640.83,1,4,normal
24.4,1342,6380872,1621,70,1444.93,1,3,normal
259.47,549,8696019,200,1629,945.44,1,0,normal
77.57,4291,1449621,2449,1580,500.28,0,3,normal
72.37,559,1573456,2395,2138,927.72,0,0,normal
69.95,2589,7361597,571,1888,1314.02,0,4,normal
129.81,85,1586489,1348,760,1245.1,0,5,normal
249.87,575,7585939,2034,1037,1310.53,1,1,normal
35.9,4102,3610534,2410,1788,950.16,0,2,normal
1.06,1584,14901,191,1475,821.58,0,0,normal
230.97,1509,2913467,808,1636,601.93,0,4,normal
82.48,2128,9918410,264,1191,1391.91,1,2,normal
261.22,4556,3573116,2059,2392,1050.81,1,5,normal
52.85,352,3438989,1985,57,535.25,0,1,normal
267.9,3926,9946409,1637,559,603.43,0,3,normal
284.28,4363,2278806,367,301,878.36,0,1,normal
136.76,1560,9766103,1677,1693,1047.59,0,1,normal
91.78,4437,7537918,259,2196,950.03,0,0,normal
250.46,3680,459071,1959,807,1201.83,1,5,normal
188.99,1924,4653093,156,1186,588.44,1,3,normal
49.98,3449,1932803,782,1293,1255.67,1,0,normal
63.37,1637,5283435,2326,574,1411.93,1,3,normal
56.13,259,1581141,2190,1964,981.33,0,0,normal
96.72,955,48415,229,1480,1057.56,0,4,normal
258.64,404,9225225,844,952,1426.52,1,4,normal
101.68,3733,6951425,360,409,1316.84,1,2,normal
2.32,2381,419466,1254,168,735.85,1,1,normal
29.08,201,7739094,2452,2354,689.34,0,1,normal
25.67,2893,5445579,2279,2241,1248.79,1,3,normal
263.98,1507,702830,767,623,1237.56,1,2,normal
260.71,2414,7883290,586,1406,919.36,1,1,normal
55.26,2526,462360,228,1652,547.2,1,0,normal
18.63,4372,1635133,1307,2051,1475.46,0,2,normal
218.62,1183,6972026,1865,1777,1212.74,0,5,normal
132.62,1885,6201784,2024,578,652.14,0,0,normal
297.23,4692,2567442,687,1268,950.0,0,3,normal
270.02,2764,7862003,397,1235,767.93,1,1,normal
96.99,4457,961165,158,1559,570.59,1,4,normal
268.42,2000,1892663,1351,1804,710.23,0,5,normal
215.77,2955,7596689,2100,1746,545.15,1,2,normal
56.12,3028,9261290,2136,978,778.56,1,4,normal
128.63,1069,6653626,761,1877,951.65,0,4,normal
65.69,3234,6397234,1852,972,1079.72,1,1,normal
79.65,1742,5604703,2152,1393,575.32,0,0,normal
287.83,3364,8324923,1223,1241,769.1,1,5,normal
31.61,4325,7507315,1314,1833,562.86,0,3,normal
288.12,2419,93187,447,1977,730.91,1,5,normal
209.87,3831,2466765,1543,923,1353.17,0,2,normal
145.84,4775,3632141,2130,585,612.0,1,3,normal
27.11,1222,3404577,1046,1531,1326.29,1,5,normal
186.52,1967,3899268,199,653,1388.83,0,0,normal
210.84,162,5180324,2200,351,1324.3,0,3,normal
37.35,4633,3932151,1439,599,1411.14,0,5,normal
135.92,2634,3956547,2343,2163,1341.73,0,0,normal
225.17,3960,3675069,2221,328,1360.1,0,1,normal
107.57,2919,1987206,261,2172,841.86,1,5,normal
50.01,4430,983544,768,2031,1162.41,1,0,normal
283.36,3251,8537815,201,477,1210.97,1,2,normal
240.62,4799,6075266,1612,994,572.81,0,2,normal
37.83,3115,16896,454,1104,860.41,0,5,normal
162.61,2275,700864,1242,504,702.68,1,1,normal
32.35,3871,7589780,2364,700,1439.84,0,5,normal
123.79,167,4764954,1361,1268,916.63,0,0,normal
52.82,4740,3628448,478,1519,735.58,1,4,normal
157.65,3341,3593319,968,1121,749.71,1,1,normal
194.74,4753,7503072,558,1594,986.48,0,4,normal
127.38,2004,1751516,1813,1259,1111.77,0,2,normal
126.08,3863,646365,526,1507,592.55,1,5,normal
171.13,1207,2300255,2422,695,997.92,1,2,normal
17.38,4603,9647365,1026,1816,1205.64,1,2,normal
166.3,130,8876360,556,758,1426.9,1,2,normal
159.37,2187,8836327,1691,2451,1490.62,0,2,normal
114.76,2618,2898455,1009,998,1353.97,1,5,normal
168.33,4996,4957131,1684,339,910.08,1,2,normal
111.19,2268,2879322,628,2112,658.45,0,2,normal
93.83,772,7041651,1162,184,1499.06,1,2,normal
236.18,1668,6984825,1939,875,916.52,1,2,normal
275.14,2614,8159570,98,1455,616.2,0,5,normal
28.32,244,2555730,763,822,1359.76,1,4,normal
64.8,1700,8073335,96,1537,1471.38,0,1,normal
59.14,2205,3068374,545,1968,580.97,1,1,normal
87.15,4550,4248564,2426,256,1037.96,0,4,normal
152.99,590,8952528,2173,450,541.7,1,3,normal
277.18,3159,6496134,1380,446,798.06,1,2,normal
208.24,4900,2108081,224,1029,514.55,1,1,normal
159.3,2813,9990198,237,873,1452.57,0,3,normal
38.82,1676,9726658,63,1252,647.97,1,2,normal
173.71,4692,9946451,2013,1953,822.39,0,2,normal
278.9,4210,8401261,1958,998,1426.95,0,3,normal
61.05,2124,8036840,2181,1268,623.37,0,5,normal
95.9,2598,6303566,366,1745,1394.58,0,1,normal
240.17,2255,4736147,1999,1974,974.92,0,4,normal
15.33,2308,4914445,2443,966,994.46,0,5,normal
108.95,630,3551134,643,310,690.61,1,3,normal
75.13,3422,4142481,214,463,1326.9,1,1,normal
110.97,515,7350514,2484,2277,608.06,0,1,normal
107.75,2513,6984646,1412,1774,1080.32,1,1,normal
247.58,146,7048588,1506,2289,980.35,1,1,normal
224.35,2073,9502847,465,1616,1246.7,0,3,normal
58.51,4153,2739821,221,449,639.71,1,2,normal
253.21,3226,4981300,193,1927,1198.87,1,3,normal
121.76,3524,3923417,946,2048,870.1,0,5,normal
111.6,1984,7533136,1139,625,1058.54,0,4,normal
208.05,4009,6905878,617,1196,845.77,0,3,normal
230.64,160,629338,387,389,1222.38,1,2,normal
96.47,1353,9752473,413,1944,637.1,0,4,normal
85.14,1347,8886394,761,1442,1159.46,1,5,normal
147.88,4839,4203208,236,2385,775.23,0,1,normal
161.48,3220,7603691,2494,322,515.4,0,0,normal
219.29,401,4248324,953,1584,1271.21,0,2,normal
241.32,2792,1725420,1911,398,1018.66,1,4,normal
175.84,2495,238546,316,1725,820.38,0,0,normal
196.33,741,7337025,1335,2104,1074.11,1,3,normal
267.07,3440,778840,1316,451,614.44,0,5,normal
190.85,2864,7706708,953,714,646.07,1,4,normal
220.18,4925,4167331,119,118,1330.27,0,4,normal
140.71,4540,4984019,1504,1758,832.44,0,5,normal
182.13,3276,7030279,729,2453,1442.97,1,5,normal
297.15,407,5763718,707,735,792.17,1,5,normal
211.24,1013,7190324,447,731,1388.93,0,3,normal
277.72,956,5756776,1593,2225,1417.52,1,4,normal
275.65,1810,5347602,920,1030,844.71,1,5,normal
269.86,2862,9382560,379,2321,980.07,1,4,normal
123.53,3359,7475036,1072,1539,926.76,0,3,normal
250.27,4933,8136359,732,1190,1248.38,1,5,normal
82.51,4318,4677248,415,326,895.86,0,5,normal
238.52,3156,4764299,1574,718,542.4,1,2,normal
244.47,2375,6447067,1278,2021,860.54,1,4,normal
259.86,2053,6439691,299,1914,1249.54,0,5,normal
235.7,2693,638102,749,2219,565.32,0,1,normal
298.32,3668,4527684,531,1143,690.99,1,1,normal
273.55,2800,5732600,2127,293,955.19,0,2,normal
12.6,2800,1713885,2034,2500,963.59,1,5,normal
222.36,4068,4461939,1306,1949,1276.12,0,0,normal
275.2,4033,9765259,1769,751,572.24,1,3,normal
54.49,773,5933630,419,928,666.33,0,1,normal
123.2,1358,9869923,1548,1390,644.86,0,1,normal
244.05,1702,4037838,1899,129,649.05,0,4,normal
61.09,2205,1070351,333,2272,1071.32,1,3,normal
155.27,1776,9392358,2238,1627,877.26,1,3,normal
155.92,2501,6375066,1997,2291,572.13,1,2,normal
271.86,1748,2895026,1893,1867,699.26,1,0,normal
188.1,2415,5893415,1954,1134,1396.25,1,3,normal
277.65,1642,1955373,2001,2363,966.47,0,1,normal
15.54,4785,147198,2486,1599,752.66,0,5,normal
287.79,3728,9291800,58,2472,854.41,1,3,normal
290.07,404,5547018,403,1349,846.46,0,0,normal
106.26,4331,1375863,2354,2484,535.98,1,4,normal
9.52,2608,367490,1583,2059,850.48,1,4,normal
280.36,1103,1587809,671,740,1401.54,1,0,normal
